arrival_date;arrival_date_calc;cargo_list;crew_number;forced_arrival;master_name;master_role;parsed_text;passenger_account;publication_day;quarantine;raw_text;ship_flag;ship_name;ship_tons_capacity;ship_tons_unit;ship_type;source_file;travel_departure_port;travel_duration_unit;travel_duration_value
Dia 15:;;N/A: ;;;Albury;cap.;;;;;Dia 15: De Nassau en 5 dias pail. ing. Star, cap. Albury, tons.;ing.;Star;;;pail.;1871_02_16;Nassau;;
Día 25:;;N/A: ;;;;cap.;;;;;111, con sal, & Ruthven, Whitman y cp. - St. John (N. B.) en 25 dias berg. ing. Otonoco, cap.;ing.;Otonoco;;;berg.;1871_02_16;St. John (N. B.);;
;;;;;Latirtegni;cap.;;;;;-Pto. Rico vap. esp. Triunfo, cap. Latirtegni.;esp.;Triunfo;;;vap.;1871_02_16;Pto. Rico;;
;;;;;Se il;cap.;;;;;Cárdenas gol. am Maggie Cam, cap. Se il;am;Maggie Cam;;;gol.;1871_02_16;Cárdenas;;
Día 1:;;;;;;cap.;;;;;Cayo Hueso en un dia vap. am, Tappahannock, cap.;am;Tappahannock;;;vap.;1871_02_17;Cayo Hueso;;
Día 1:;;;;;Bocker;cap.;;;;;-Cayo Hueso en un dia gol. hond. Indio, cap. Bocker,;hond.;Indio;;;gol.;1871_02_17;Cayo Hueso;;
Día 16:;;N/A: ;;;Rainding;cap.;;;;;-Sisal en 16 dias berg. ing. British Quoon, cap. Rainding, tons. 113, con ral, a S. Villaverde.;ing.;British Quoon;;;berg.;1871_02_17;Sisal;;
;;N/A: ;;;Pyforin;cap.;;;;;Pose, cap. Pyforin. tons. 23, con pescado vivo. A V.;;;;;;1871_02_17;;;
;;N/A: ;;;Marweck;cap.;;;;;cap. Marweck. tons. 501 con efectos, á B. Moll y;;;;;;1871_02_17;;;
Día 15:;;N/A: ;;;;cap.;;;;;ton. 12, en bacalao, á Ruthven W. y comp. - New York en 15 dias gol. amer. Ella Amsilon, cap.;amer.;Ella Amsilon;;;gol.;1871_02_18;New York;;
Dia 17:;;;;;Tiragalo;cap.;;;;;Dia 17: Para Barcelona berg. cap. Los Emilios, cp. Tiragalo;;Los Emilios;;;berg.;1871_02_18;Barcelona;;
;;;;;Agnew;cap.;;;;;New Orleans vap. ing. Lord Lowell, cap. Agnew.;ing.;Lord Lowell;;;vap.;1871_02_18;New Orleans;;
;;;;;Penny;cap.;;;;;-Caibarien gol. ing, Astra, cap. Penny.;ing;Astra;;;gol.;1871_02_18;Caibarien;;
Día 18:;;N/A:  | N/A: ;;;Jaureguizar;cap.;;;;;Dia 18. De Cádiz y escalas en 18 dias vap. cor. esp. Antonio Lopez, cap. Jaureguizar, ton. 510, con frutos & Samá ,;esp.;Antonio Lopez;;;vap.;1871_02_19;Cádiz;;
Día 18:;;;;;Keina;cap.;;;;;Dia 18. Para Cara las boa. esp. Ana, cap. Keina. -New-Orleans y escalas vap. fam. Tappahannock,;esp.;Tappahannock;;;vap.;1871_02_19;New Orleans;;
;;;;;Orts;cap.;;;;;-Genova, via Cárdenas pol. esp. Beatriz, cap. Orts.;esp.;Beatriz;;;pol.;1871_02_19;Cárdenas;;
;;;;;Coan;cap.;;;;;Boston gol. am. Addie M. Chadwick, cap.  Coan.;am.;Addie M. Chadwick;;;gol.;1871_02_19;Boston;;
;;;;;Adams;cap.;;;;;-New York vap. amor. Morro Castle, cap. Adams.;;Morro Castle;;;vap.;1871_02_19;New York;;
Día 19:;;;;;;cap.;;;;;Dia 19. Do Veracruz en 3 dias vap. francés Guadeloupe, cap.;francés;Guadeloupe;;;vap.;1871_02_21;Veracruz;;
Día 15:;;;;;;cap.;;;;;Mr. Poland. - New York on 15 dias berg. ing. M. A. Herrera, cap.;ing.;M. A. Herrera;;;berg.;1871_02_21;New York;;
;;N/A: ;;;Milohrust;cap.;;;;;ing. Atlantic, cap. Milohrust, tons. 473, on lastre, á;ing.;Atlantic;;;;1871_02_21;;;
Día 3:;;N/A:  | N/A:  | N/A: ;;;Deaken;cap.;;;;;la órden. - Veracruz y Sisal en 3 dias vap. amor. City of Merida. cap. Deaken, tons. 1970, con efectos, & Zaldo y cp.;;City of Merida;;;vap.;1871_02_21;Veracruz y Sisal;;
Día 12:;;N/A: ;;;Mo Cormick;cap.;;;;;Satilla (Georgia) on 12 dias gol. amer. Robert Caldwell, cap. Mo Cormick, tons. 349, oon maderas, &;amer.;Robert Caldwell;;;gol.;1871_02_21;Satilla (Georgia);;
Día 20:;;N/A:  | N/A:  | N/A: ;;;Puning;cap.;;;;;Dia 20. Do New York en 6 dias vap. amer. Havana, cap. Puning, tons. 500, con efectos, á Zaldo y cp.-Pasajeros 1. - N. Orleans en 8 dias goleta americana F. R. Bairs,;amer.;Havana;;;vap.;1871_02_21;New York;;
Día 20:;;;;;Bennis;cap.;;;;;Dia 20. Para New York berg. amer. Havana, cap. Bennis.;amer.;Havana;;;berg.;1871_02_21;New York;;
;;;;;Sitchee;cap.;;;;;-St. Thomas y escalas vap. esp. Pelayo, cap. Sitchee. - Sagua gol. amer. Henry Adalbert, cap, Fiske.;esp.;Pelayo;;;vap.;1871_02_21;St. Thomas;;
Día 20:;;;;;Brown;cap.;;;;;Dia 20 De Pauzacola en 20 dias gol. amer. Beta, cap. Brown, ts.;amer.;Beta;;;gol.;1871_02_22;Pauzacola;;
Día 17:;;N/A: ;;;;cap.;;;;;Keso, ton. 267, con cortes do caja, á Zaldo y comp - Baltimoro en 17 dias berg. amer. Addio Hale, cap.;amer.;Addio Hale;;;berg.;1871_02_22;Baltimoro;;
;;N/A: ;;;Bossie;cap.;;;;;cap. Bossie, tons. 390 en lastre. & Ducatel.-Pags. 159;;;;;;1871_02_22;;;
Día 6:;;N/A:  | N/A:  | N/A:  | N/A: ;;;Ferran;cap.;;;;;[colonos asiaticos). - Sisal en 6 dias, pol. esp. Dos Magdalenas, cap. Ferran, ts. 177 con frutos & Llanasa y Cp.;esp.;Dos Magdalenas;;;pol.;1871_02_22;;;
;;;;;Crowell;cap.;;;;;form _- New York gol. am. John H. Hancock, cap. Crowell;am.;John H. Hancock;;;gol.;1871_02_22;New York;;
;;;;;Godwood;cap.;;;;;-Cayo Hueso gol. am. Thomas P. Barkalow, cap. Godwood;am.;Thomas P. Barkalow;;;gol.;1871_02_22;Cayo Hueso;;
;;;;;Sagro;cap.;;;;;-Bilbao berg. eap. Pepita, cap. Sagro;;eap. Pepita;;;berg.;1871_02_22;Bilbao;;
Día 16:;;N/A: ;;;Zabalendicochea;cap.;;;;;Dix 2: De Liverpool en 16 dias barca eap. Sales, cap. Zabalendicochea, ta. 506, con mercs., A Matbias IIs. - Bosten en 12 dias berg. am. Adello Mc Loon, capitan;am.;Adello Mc Loon;;;barca;1871_02_23;Liverpool;;
Día 68:;;;;;Mr. Nicholson;cap.;;;;;-Jamaica frag. de vapor de S. M, B. Royal Afred, comandante Mr. Nicholson.-Conduco al vice-almirante Franshawe. - Palma de Mallorca en 68 dias corb. esp. Gerion, cap.;esp.;Royal Afred;;;frag.;1871_02_23;Jamaica;;
Dia 22:;;;;;Márquez;cap.;;;;;Dia 22: Para Marsella berg. esp. Villa de Tiedra. cap. Márquez.;esp.;Villa de Tiedra;;;berg.;1871_02_23;Marsella;;
;;;;;Senandes;cap.;;;;;-Coruña berg. cap. Nuevo Pepillo, cap. Senandes.;;Nuevo Pepillo;;;berg.;1871_02_23;-Coruña;;
;;;;;Baldwin;cap.;;;;;-Caibarien gol. ing. Cuba, cap. Baldwin.;ing.;Cuba;;;gol.;1871_02_23;Caibarien;;
;;;;;Planas;cap.;;;;;-Barcelona berg. ep. Beatriz, cap. Planas.;;Beatriz;;;berg.;1871_02_23;Barcelona;;
Día :;;N/A: ;;;Pons;cap.;;;;;Puchet, cap. Pons, tons. 320, en lastre, à Rafocas y;;;;;;1871_02_24;;;
Día 23:;;;;;Oar;cap.;;;;;Dia 23. Para Cardonas gol, am. Grace Webster, cap. Oar. - Matanzas berg. am. Martha A, Berry, cap. Chase.;am.;Grace Webster;;;gol.;1871_02_24;Cardonas;;
;;;;;Barbour;cap.;;;;;-Cárdenas gol. am. Emily Curls, cap. Barbour.;am.;Emily Curls;;;gol.;1871_02_24;Cárdenas;;
;;;;;;cap.;;;;;-New York, via Cárdenas, gol. am. Kate Ranger, cap.;am.;Kate Ranger;;;gol.;1871_02_24;Cárdenas;;
;;;;;Zaragoza;cap.;;;;;-Montevideo y Buenos Aires berg. esp. Amable RoRa, cap. Zaragoza;esp.;Amable RoRa;;;berg.;1871_02_24;Montevideo y Buenos Aires;;
;;;;;Fonellós;cap.;;;;;Marsella berg. esp. Progreso, cap. Fonellós.;esp.;Progreso;;;berg.;1871_02_24;Marsella;;
;;;;;Galt;cap.;;;;;New Orleans y escalas vap. am. Lavaca, cap. Galt.;am.;Lavaca;;;vap.;1871_02_24;New Orleans;;
Día 14:;;N/A:  | N/A: ;;;Ryan;cap.;;;;;ton. 723, con efectos A la órden. --St. John (N. B.] en 14 dias berg. gol. ing. Lilly, capitan Ryan, tons. 220, con bacalao, á Ruthren.;ing.;Lilly;;;berg.;1871_02_25;St. John (N. B.);;
Día 1:;;;;;Suriol;cap.;;;;;-Matanzas on 1 dia berg. esp. Miguel cap. Suriol, tns.;esp.;Miguel;;;berg.;1871_02_28;Matanzas;;
Día 27:;;N/A:  | N/A:  | N/A:  | N/A: ;;;Andrews;cap.;;;;;Albizurijtne. 100 con mercancias & N. Deulofeu . PaBags. 12. -Bath (Maine) en 23 dias gol. am. Eva May. cap. An• drews, tns. 265, con hielo, & Haarestron y op. Dia 27,;am.;Eva May;;;gol.;1871_02_28;Bath (Maine);;
;;;;;Smith;cap.;;;;;Para N. Orleans berg. am. R, W. Messer. cap. Smith.;am.;R, W. Messer;;;berg.;1871_02_28;N. Orleans;;
Día 3:;;;;;Cathari;cap.;;;;;De N. Orleans en 3 dias van, am, Xazoo, Cap. Cathari-;am;Xazoo;;;;1871_02_28;N. Orleans;;
;;;;;Gammon;cap.;;;;;N. York berg. ing. Chief, cap. Gammon.;ing.;Chief;;;berg.;1871_02_28;N. York;;
;;;;;Freoman;cap.;;;;;-Boston berg. am. J. Howland. cap. Freoman,;am.;J. Howland;;;berg.;1871_02_28;Boston;;
;;;;;Smith;cap.;;;;;-N. Orleans gol. am. James O'Donohue, .cap. Smith.;am.;James O'Donohue;;;gol.;1871_02_28;N. Orleans;;
;;;;;Alvarez;cap.;;;;;Cádiz pol. esp. Emilia cap. Alvarez;esp.;Emilia;;;pol.;1871_02_28;Cádiz;;
Dia 27:;;;;;Timmerman;cap.;;;;;-Sisal y Veracruz vap. am. City of México cap. Timmerman. Dia 27:;am.;City of México;;;vap.;1871_02_28;Sisal y Veracruz;;
;;;;;Leighton;cap.;;;;;Para Santandor boa. esp. Primera Sosana oap. Presno -Calbarien berg. am. Mary E. Leighton cap. Leighton.;am.;Mary E. Leighton;;;berg.;1871_02_28;Santandor;;
Día 2:;;N/A: ;;;;cap.;;;;;1. Gassol y op.-Pasajeros 5. -C. Huco en 2 dias gol. amer Sarah J. Bright, cap.;amer;Sarah J. Bright;;;gol.;1871_03_01;;;
Día 11:;;N/A:  | N/A: ;;;Lémns;cap.;;;;;tons. 237, con efectos, & Zaldo y cp. - St. Thomas y escalas en 11 dias vap. esp. Moctezuma, cap. Lémns, tons. 520, con efectos, & R. Herrera.;esp.;Moctezuma;;;vap.;1871_03_02;St. Thomas;;
Día 9:;;;;;Gilet;cap.;;;;;-Guayanilla en 9 dias pol. esp. Victoria, cap. Gilet,;esp.;Victoria;;;pol.;1871_03_02;Guayanilla;;
;;N/A: ;;;Bartlett;cap.;;;;;W. Bartlett, cap. Bartlett, tons. 300 con efectos, á;;;;;;1871_03_02;;;
;;;;;Salveraen;cap.;;;;;CALIZA, Para Falmouth berg. nor. Fatum, cap. Salveraen.;nor.;Fatum;;;berg.;1871_03_02;CALIZA;;
;;;;;Aparicio;cap.;;;;;-Barcelona y el extranjero berg. esp. Pepa, cap. Aparicio. --Sevilla borg. esp. San José, cap. A guris.;esp.;Pepa;;;berg.;1871_03_02;Barcelona;;
;;;;;Brunot;cap.;;;;;New York berg. esp. Virgenes, cap. Brunot.;esp.;Virgenes;;;berg.;1871_03_02;New York;;
;;;;;Coombs;cap.;;;;;New York berg. amer. Clara Jenkins, cap. Coombs.;amer.;Clara Jenkins;;;berg.;1871_03_02;New York;;
;;;;;Gibbon;cap.;;;;;-Bos ou berg. ing. Nereus, cap. Gibbon.;ing.;Nereus;;;berg.;1871_03_02;;;
;;;;;Barbice;cap.;;;;;-Sagua gol. amer. Tropic Bird, cap. Barbice.;amer.;Tropic Bird;;;gol.;1871_03_02;Sagua;;
Dia 2:;;;;;Soucɛsen;cap.;;;;;Dia 2: Para Falmouth berg. sueco Charles, cap. Soucɛsen.;sueco;Charles;;;berg.;1871_03_03;Falmouth;;
;;;;;Mc Bride;cap.;;;;;-Cabo Hatteras, via Matanzas, berg. ing'és Goldfinder, cap. Mc Bride.;ing.;Goldfinder;;;berg.;1871_03_03;Cabo Hatteras;;
;;;;;Duncan;cap.;;;;;-N. Orleans berg. am. Sarah E. Kennedy, cap. Duncan.;am.;Sarah E. Kennedy;;;berg.;1871_03_03;N. Orleans;;
;;;;;Colson;cap.;;;;;-N, Orleans berg. am. H. C. Sibley, cap. Colson.;am.;H. C. Sibley;;;berg.;1871_03_03;Orleans;;
;;;;;Lloret;cap.;;;;;-Valenois berg. esp. San Bruno, cap. Lloret.;esp.;San Bruno;;;berg.;1871_03_03;;;
;;;;;Clifford;cap.;;;;;-N. York gol. am. Sylvan, cap. Clifford.;am.;Sylvan;;;gol.;1871_03_03;N. York;;
;;;;;Eatou;cap.;;;;;Cornwallis berg. inglés Union, cap. Eatou.;inglés;Union;;;berg.;1871_03_03;;;
;;;;;Mar.;cap.;;;;;-Sagua la Grando gol. ing. Brothers Pride, cap. Mar.;ing.;Brothers Pride;;;gol.;1871_03_03;Sagua la Grando;;
;;;;;Evensen;cap.;;;;;New Orleans frag. nor. Elpis, cap. Evensen.;nor.;Elpis;;;frag.;1871_03_03;New Orleans;;
;;;;;Plá;cap.;;;;;Baroclona pol. esp. Angela, cap. Plá.;esp.;Angela;;;pol.;1871_03_03;;;
;;;;;Fábregas;cap.;;;;;-Barcelona pol. esp. Soledad, cap. Fábregas.;esp.;Soledad;;;pol.;1871_03_03;Barcelona;;
Día 11:;;N/A:  | N/A: ;;;Austin;cap.;;;;;De Now-York, en 11 dias, berg. am. B. Inginao, cap. Austin, ton. 235, con efectos & G. Ramos y Cp.;am.;B. Inginao;;;berg.;1871_03_04;Now-York;;
Día 1:;;N/A:  | N/A: ;;;Green;cap.;;;;;De Cayo-Hueso, en un dia, viv. am. Carlos Barry, cap. Green, tons. 36, con pescado vivo, & V. Carabia.;am.;Carlos Barry;;;viv.;1871_03_04;Cayo-Hueso;;
Día 1:;;N/A:  | N/A: ;;;Warfeld;cap.;;;;;De Cayo Hueso, en 1 dia, viv, am. J. Sawyer, capitan Warfeld, tons. 40, con pescado vivo, & V. Carabia.;am.;J. Sawyer;;;viv;1871_03_04;Cayo Hueso;;
Día 6:;;N/A:  | N/A: ;;;Phillips;cap.;;;;;Do New-York, en 6 dias, vap. am. Cleopatra, capitan Phillips, tons. 1020, con efectos á Zaldo y Cp,-Pasageros 9. _ New Orleans en 3 dias vapor germánico Frankfort,;am.;Cleopatra;;;vap.;1871_03_04;New-York;;
;;N/A:  | N/A:  | N/A: ;;;Barro;cap.;;;;;cap. Barro, tons. 2500 con efectos, Upman y C.Pasageros 8 y 11 de tránsito.;;Upman;;;;1871_03_04;;;
;;;;;Benguria;cap.;;;;;Para Falmouth, berg. esp. Ubidea, cap. Benguria.;esp.;Ubidea;;;berg.;1871_03_04;Falmouth;;
;;N/A:  | N/A:  | N/A: ;;;Reed;cap.;;;;;Cuba, cap. Ojinaga, tons. 800, con frutos, á Samá, Sotolongo yep-Pas. 1050. _New Orleans vapor am. Liberty, cap. Reed, ton. 740,;am.;Liberty;;;vapor;1871_03_05;Cuba;;
Dia 1:;;;;;;cap.;;;;;Dia 1: Para St. Thomas y escalas vap. osp. Moctezuma, cap.;;Moctezuma;;;vap.;1871_03_05;St. Thomas;;
;;;;;Rich.;cap.;;;;;Sagua gol. am. Abbot Doveroux, cap. Rich.;am.;Abbot Doveroux;;;gol.;1871_03_05;Sagua;;
Día 5:;;N/A: ;;;Orts;cap.;;;;;Dia 5 Do Nuevitas en 4 dias berg. esp. Cárlos, cap. Orts, ton.;esp.;Cárlos;;;berg.;1871_03_07;Nuevitas;;
;;N/A:  | N/A: ;;;Leighton;cap.;;;;;re, ton. 323, con mercancías, á Fésser y comp. -Cádiz en 38 dias berg. amer. Shamrock, cap. Leighton, ton. 475, con sal, á M. Saenz Izquierdo. -Panzacola en 8 dias pail. amer. Narraganset, cap.;amer.;Shamrock;;;berg.;1871_03_07;Cádiz;;
